Label, Text
1,"My neurologist is testing my last nerve."
1,"My mom ran out of poultry seasoning so she winged it."
1,"My mailman should be a comedian, his delivery is perfect!"
1,"My hematologist said my outlook is good since I'm a B Positive type."
1,"My friend and I are going to ride our bikes to a house party because I don't think we could handle bars."
1,"My dentist would simply not stop working on my teeth. He was abscessive compulsive."
1,"My boyfriend and I started to date after he backed his car into mine. We met by accident."
1,"Mooning is lunacy."
1,"Masks have no face value!"
1,"Making a boat out of stone would be a hardship."
1,"Make no bones about it but the ulna has a humerus side to it."
1,"Lacking proper instruments, the surgeon had to resect a bowel using plumber's tools - it was a gut-wrenching experience."
1,"John Hancock didn't retire, he just resigned."
1,"I was going to buy some loose tea, but the price was too steep."
1,"I was fired from my job selling amplifiers. I didn't achieve the sufficient volume of sales."
1,"I've planted part of a riding whip. I'm hoping for a nice crop."
1,"I used to meditate a lot, but now I only do it every now and zen."
1,"I used to like Russian dolls until I realised they were full of themselves!"
1,"I tried to pack myself in a suitcase. I could hardly contain myself."
1,"I tried to learn how to drive a stick shift but couldn't locate the manual."
1,"I tried my first soft drink. It was sodalicious!"
1,"I thought dating a tennis player would be a ball, but it was just a racquet!"
1,"I once knew a guy who had fish and chips every day for a year. His stomach took a battering."
1,"In order to talk to a viking you need to know Norse code."
1,"I never understood why people liked to play soft ball. It's a very underhanded thing to do."
1,"I never liked befriending assassins. They're all backstabbers."
1,"In a Scandinavian race the last Lapp crossed the Finnish line."
1,"I'm trying to find a rope tying class, should I look for a knot for profit organization?"
1,"I'm a secret hoarder. I�ve kept that to myself."
1,"I'm always breaking into song - I can never find the right key!"
1,"I love you mower today than yesterday, but not as mulch as tomorrow."
1,"I kept failing to get a job as a butcher because I couldn't just make the cut."
1,"I keep falling off my bike, but I just get right back on it and ride. I'm a firm believer in re-cycling."
1,"I just bought a pair of bad frequency shoes. I keep doppling over and my foot hertz."
1,"I had a novel idea for a new book but got in a bind so I shelved it. It's time to start a new chapter now."
1,"I had an appointment with the chiropractor, but I backed out."
1,"I got angry when my cell phone battery died. My counselor suggested I find an outlet."
1,"I got a deal on a new computer, and they threw in the operating system to boot."
1,"I get distracted by all the meats in the deli section, must be my short attention spam."
1,"If you're intent on hunting deer, make sure you have a game plan."
1,"I don't know how to put on a helmet - the whole idea goes right over my head."
1,"I couldn't stand to be without my legs."
1,"'I am presently employed', said the gift wrapper."
1,"Hey Chad, Kenya shake Djibouti while dancing the Congo?"
1,"He reminded me the speed limit was 60, but I didn't understand, he was speaking a mile a minute."
1,"Have you ever been to Engagement, Ohio? It's between Dayton and Marysville."
1,""Have some chocolate covered cherries," she said cordially."
1,"Hangmen always keep their customers in the loop."
1,"Golf is a lot like taxes - you drive hard to get to the green and end up in the hole."
1,"Goats in France are musical because they have french horns."
1,"Each time I tried shooting blindfolded I found it an aimless pursuit."
1,"Dutch shoes used to be made in a factory machine, until it got clogged up."
1,"Don't justify sin, just defy sin."
1,"Did you hear the one about the woman who threw her toaster away because it kept burning the bread? She was black toast intolerant."
1,"Did you hear about the frog who traced his family history to Warsaw? He was a tad Polish."
1,"Dentists have their own flossify on how to keep teeth clean."
1,"Contrary to singers and guitarists, bass players are very low-key."
1,"Coin counterfeiting is a bad mintin' racket."
1,"Cane sugar can't be beet."
1,"Can a physicist read the periodic table? Isotope so."
1,"California is the land of earthquakes and suntans or 'shake and bake'."
1,"Business at the candle factory tapered off after the holidays."
1,"Britain is a wet place since the queen has had a long reign."
1,"Bill Gates took advantage of his Windows of opportunity"
1,"Being burned at the stake is a rare experience but is seldom well done."
1,"A waist is a terrible thing to mind."
1,"As long as the imperial system is in place a ruler will be afoot."
1,"A pyrotechnician should know how fireworks."
1,"A prisoner is someone who stands behind their convictions."
1,"A plateau is a high form of flattery."
1,"A photographer was great at botany because he knew photo synthesis."
1,"A pet store had a bird contest with no perches necessary."
1,"An optometrist told his patient: 'It appears your vision is improving!' 'Really?' replied the patient. 'Must be the luck of the iris.'"
1,"An embrace at a nudist colony is a bare hug."
1,"An auctioneer often looks forbidding."
1,"An astronaut broke the law of gravity and got a suspended sentence."
1,"An alien landed at a soft drink company and said 'take me to your liter'."
1,"A doctor drank while putting on patients' casts. He was soon plastered."
1,"A dentist and manicurist fought tooth and nail."
1,"With Iowa crows swearing all over the places, the result was statewide caw cusses."
1,"With certain cashiers, things are slow to register."
1,"Whoever invented the girdle got a bum wrap."
1,"When the iron was invented there was a press conference."
1,"When the drill bit was invented, it was a real turning point."
1,"When I suffered a groin injury I became quite testy."
1,"When I had my PlayStation stolen, my family were there to console me."
1,"When he gave his wife a necklace he got a chain reaction."
1,"When crazy glue was invented lots of people became attached to it."
1,"When baking dog biscuits, be sure to use collie flour."
1,"When a woman returns new clothing, that's post traumatic dress syndrome."
1,"When asked whether or not I was bilingual, I was about to say I knew sign language, but I figured it was sort of a mute point."
1,"When asked what it takes to be a great cook the chef said that it boils down to beating the other chefs to the cutting edge recipes."
1,"When a neurologist relocates, does he change his mind?"
1,"What did the mama tire and the papa tire name their baby girl tire? Michelle Lynn."
1,"We were going to ship a truck load of food, but we found it just wasn't palatable."
1,"Two needles of different length will never see eye to eye."
1,"Tubal ligation can get knotty, but lobotomy is a no-brainer."
1,"To make sure cargo trucks aren't too heavy, police operate on the principle that where there's a wheel there's a weigh."
1,"To insure his own survival, Bugs was aiming to see Elmer between two cross hares."
1,"To add to the punishment, Satan made all the tormented souls listen to elevator music. The Hells Are Alive With the Sounds of Muzak."
1,"Those who invest in chocolate put their money behind bars."
1,"Things made in Australia are high koala-ty."
1,"The study of ancient symbols will lead you to rune."
1,"The soprano was very optimistic and always left her friends on a high note."
1,"The safe was invented by a cop and a robber. It was quite a combination."
1,"The royal pharmacist wore a tuxedo and dispensed with formalities."
1,"There was a cook that had mushroom for improvement."
1,"The research assistant couldn't experiment with plants because he hadn't botany."
1,"There is some Confucion about the oldest religion in China."
1,"The railway had a safety problem, but tried to cover its tracks."
1,"The psychiatrist told the genie his emotions were all bottled up."
1,"The pharaohs of Egypt worked out the first pyramid scheme."
1,"The people stand up for royalty. The queen sits down for royal tea."
1,"The patient decided against an organ transplant. Instead, he changed his mind."
1,"The new flour company executive was put through the mill."
1,"The middle east does not need any psychiatrists because there are nomad people."
1,"The medical term for owning too many dogs? A roverdose."
1,"The meat truck took a long time to deliver because of the Jerky ride."
1,"The linen shop gave their employees free bedding. Even their accountant had his own handmade spread sheet."
1,"The landscaper thought gardening magazines were fun to leaf through."
1,"The humorist's favorite sandwich was smoked tongue on wry."
1,"The grammarian was very logical. He had a lot of comma sense."
1,"The girls swim team has a new coach who acts like she knows everything. Her name is Claire Buoyant."
1,"The evil onion had many lairs."
1,"The English Teacher felt odd after being fired: it was post-grammatic stress disorder."
1,"The electrician worked hard to get in shape so he could perform with Circuit Soleil."
1,"The dress didn't feel right - it was sarong."
1,"The discovery of how to make steel was ironic."
1,"The diners were fully sated, unaware that the wurst was yet to come."
1,"The dermatologist was an avid gardener but he had a problem with moles."
1,"The defendant in a coffee theft trial refused to testify on the grounds that could incriminate him."
1,"The cost of a galvanized hull is enough to zinc a ship."
1,"The cosmetic student was sick on the day of the final exam. Now she has to take a Make Up exam."
1,"The church choir robes were too long and needed to be hymned."
1,"The bowler preferred to enter and exit his apartment via the fire escape because it was right down his alley."
1,"The best place for a mathematician is behind a counter."
1,"The arrogant math teacher finally ate a slice of humble pi."
1,"The agreeable tennis umpire was generous to a fault."
1,"That soil scientist always travels by himself. He's a loam ranger."
1,"Superconductive materials should be properly stored in an ohmless shelter."
1,"Some people really enjoy blowing air out of their lungs - I'm not a fan myself."
1,"Some mathematicians are reluctant to cosine a loan."
1,"She stole the policeman's heart, but he made a cardiac arrest."
1,"She didn't like her masseuse, she rubbed her the wrong way."
1,"Purchasing tires made me aware of inflationary pressures."
1,"Paula thinks she knows alot about government, but she doesn't. Politics me off."
1,"Only the squares are doing well in geometry class. It's their area."
1,"One of these new shoes isn't right."
1,"Old programmers never die, they just can't C as well."
1,"Old carpenters never die, they just lumber around."
1,"Now that the water slide is built, it is time to give it a dry run."
1,"Not being able to iron out all of his problems made the dry cleaner very depressed."
1,"My famous bacon soup recipe began as an add hock meal."
1,"My computer is so slow it hertz."
1,"My cartography job is really going to put me on the map."
1,"My blind date's not looking good."
1,"Motel operators never die, they just check out."
1,"Losing your head in an emergency is a no brainer."
1,"Life ain't fair for a baby. They always get the bum wrap!"
1,"Length times width times height speaks volumes."
1,"Kings worry about a receding heir line."
1,"I went to the theatre, it looked a bit suspicious. I reckon the whole thing was staged."
1,"I wanted to have dinner at a native American themed restaurant, but I didn't have reservations."
1,"It was the first time she'd seen a live sponge on display, and she really soaked it in."
1,"I support both of my wives very well. I think that's big o' me."
1,"Is the water on your farm healthy? Yes, we only have well water."
1,"I started to work at a seafood buffet, but then I pulled a mussel."
1,"I started dating the girl across the street. I know what people say, but honestly, lawn distance relationships aren't that hard."
1,"Is it true that several of the justices on the Supreme Court refer to their homes as 'legal pads'?"
1,"I saw something similar to moss the other day, but I didn't know what to lichen it to."
1,"In the French Revolution to stay alive you really had to keep your head."
1,"Interest has such accrual way of accumulating."
1,"In some conifer forests, you can't cedar wood for the trees."
1,"In medical school he worried about passing as a surgeon, but he made the cut."
1,"I like my statistical data median rare."
1,"I just got back from a statistical probability conference. It was average."
1,"I got my job at the dentist's office by word of mouth."
1,"If you Russia round and Ukraine your neck don't Crimea river."
1,"If you get a fruit basket from your psychiatrist it will probably be shrink-wrapped."
1,"I dropped a tub of margarine in the kitchen and ended up with a Parkay floor."
1,"I don't like hanging out at the pancake house, that place gives me the crepes!"
1,"I didn't want to give the brain surgeon a piece of my mind."
1,"I bought me some of those new paper shirts. I don't like them - they're tearable."
1,"How do spacemen add more protein to their diet? They make it meteor."
1,"How does the earth get clean? It takes a meteor shower!"
1,"He was hit on the head during a hail storm and was knocked out cold."
1,"He was almost persuaded to invest in a poultry farm, but chickened out at the last minute."
1,"He took a gun to his watch because he wanted to kill time."
1,"Here at my estate on Monteverdi I attempted a Liszt of classical composers but had to go Bach because I couldn't get a Handel on it."
1,"Helicopter rescue pilots have the most successful pick-up lines."
1,"He got angry at the Italian chef and gave him a pizza his mind."
1,"Good gardeners take care of their plants - weed 'em and reap."
1,"Garbage collectors don't die, they just kick the can."
1,"For the orthodontist visit, the boy had to brace himself."
1,"Ever since the mayor's ban on flammable liquids, fewer arsonists have benzene around town."
1,"Erasable pens were a good idea on paper."
1,"Ducks don't have their palms read - they look for it on the web."
1,"Diets are for people who are thick and tired of it all."
1,"Did Delaware her New Jersey? I don't know, Alaska."
1,"Dental care in Panama is called a route canal."
1,"Cows make noise only when they're in the mood."
1,"Bauxite refining is a secret carefully guarded by the aluminati."
1,"A young nurse was nervous about giving vaccinations but gave it her best shot."
1,"At the petting zoo I saw a sheep scratching itself. Turns out it had fleece."
1,"A successful diet is the triumph of mind over platter."
1,"A streaker was found dead this morning. Police say the details are quite revealing."
1,"As the carburettor chuckled to the air filter, 'I guess the choke's on me!'"
1,"Are you wearing your golfer's socks? The pair with a hole in one."
1,"A pun spun with a good yarn gets fabricated!"
1,"A practical Czech is considered to be Praguematic."
1,"A pediatrician is a doctor of little patients."
1,"A patient came running to my psychiatry office screaming "I'm a teepee!  I'm a wigwam!"  I told him "Relax, you're two tents"."
1,"An elevator makes ghosts happy because it lifts the spirits."
1,"A lawyer held a huge briefcase in his hand during the enire trial, but finally he rested his case."
1,"A gossip is someone with a great sense of rumor."
1,"After the lawyer flushed the toilet, it went to the suer."
1,"After a day of changing her triplet's diapers, the new mother was feeling rather pooped."
1,"After 5 years with the same chiropractor, I moved and had to change doctors. It was quite an adjustment."
1,"A boating accident between the yacht, Red Dawn, and the schooner, Blue Lagoon, left the survivors marooned."
1,"You don't gain wait by the minutes at the dinner table - but the seconds."
1,"You decide what kind of light bulbs to buy by a process of illumination."
1,"You can never rely on jigsaw puzzles. They always end up going to pieces."
1,"Yesterday my fridge thought it was a microwave, so we got into a heated fight. But we're cool now."
1,"Why was the snake mad at the jewel thief? Because he wanted his diamondback."
1,"Why was Farmer Brown angry? Someone got his goat."
1,"Why do archers shoot arrows? Could it be they are trying to get a point across?"
1,"Why did the sleuth always carry an umbrella with him? He had been told that it was mist defying."
1,"Why did the inclined plane refuse to divorce the fulcrum? He couldn't lever."
1,"Why did the car cross the river with the boat? It was a ford escort."
1,"Why did the banana go to the psychiatrist? Because it had a split personality."
1,"When your internet provider goes bankrupt it's a 'net loss."
1,"When two bakers traded buns they had a roll reversal."
1,"When the lumberjack accidentally let his chainsaw slip he quickly became lacked toes intolerant."
1,"When the King asked the fool for a joke the fool just shrugged. He was the court gesture."
1,"When the detectives on the police force observed suspects dining in the city's best restaurant, it was their favorite steak out."
1,"When the bottom of a cargo ship got a hole, it had one hull of a problem."
1,"When the bad poet stood in front of the judge, the judge thought the punishment should fit the rhyme."
1,"When scissors were first invented, they were on the cutting edge."
1,"When just one prisoner working on a gang on a country road attempted to escape there was a chain reaction."
1,"When I heard she bought me a new CD, it was music to my ears."
1,"When I got the bill for the engine rebuild, I blew a gasket!"
1,"When he spilled coffee on her shirt she showed him dis-stain."
1,"Whenever I go near my bank I get withdrawal symptoms."
1,"When buying a lamp a shady deal usually takes place."
1,"When Australian sheep get lost, they bleat around the bush."
1,"When astronauts die they run an orbituary."
1,"When a psychic showed me the girl I'll marry, it was love at second sight."
1,"What kind of tree grows on your hand? A palm tree."
1,"What did one plant say to another? What's stomata?"
1,"'We've run out of lemons', she said bitterly."
1,"We spent all day debating about housefires. It was quite a heated argument."
1,"Watching your own back is a sign of flexibility."
1,"Trench warfare should always be a last ditch effort."
1,"To golf at your favorite course may require a long drive."
1,"To get a wig bald men have toupee a lot of money."
1,"To become a pilot requires a good altitude."
1,"Those who wear sleeveless shirts like to defend the right to bare arms."
1,"Those who sell topsoil have definitely hit pay dirt."
1,"Those who live beyond their means should act their wage."
1,"This diet is wearing me thin."
1,"The young pine sapling was admonished by his father. Apparently he'd been knotty."
1,"They met in cooking class. It was boil meets grill."
1,"They called him the king of the dentists because he specialized in crowns."
1,"They argued about their vacation and finally stayed at the last resort."
1,"The violinist spent the night in a vile inn."
1,"The vegetable never taken aboard ship is a leek."
1,"The ultimate liquid measure is the supreme quart."
1,"The surgeon really did not know how to perform quick surgeries on insects, but he did one on the fly."
1,"The streets in the capital of Afghanistan are paved with Kabulstones."
1,"The state legislature could not decide whether to fund the water control project or the all weather stadium. It was a no win situation. Dammed if you do, domed if you don't."
1,"The smoker always listened to his favorite Rap artist on his smoke breaks. He was a Tupac a day man."
1,"The science teachers broke up because there was no chemistry between them."
1,"The sailor called his girlfriend's belly ring a naval destroyer."
1,"The runaway beer truck barrelled down the freeway after its driver was mugged."
1,"The roulette dealer had a unique personality. He had a different spin on everything."
1,"The riot at Macy's was called a shopping maul."
1,"There was a sale at the fish market today. I went to see what was the catch."
1,"There's a difference between good sound reasons and reasons that sound good."
1,"There is a growing body of obesity research."
1,"The psychotic florist created many flower derangements."
1,"The president can't pass the bill because it's still incongruous."
1,"The politician is not one for Indian food. But he's good at currying favors."
1,"The owner of the hair salon had to make cuts on his staff."
1,"The optometrist ran for mayor because he was a visionary."
1,"The number 10210 is too intense."
1,"The nomadic tribe had to settle for their current leader until they could find a Bedouin."
1,"The new smoking cessation drug is expensive, and it's shrinking city coffers."
1,"The math teacher was a good dancer - he had algorithm."
1,"The mathematician worked at home because he only functioned in his domain."
1,"The mathematician did not practice safe six and ended up with a binarial disease."
1,"The man who bought too much graphing paper didn't know where to draw the line."
1,"The little green men told me it was the Dog Star. I told them they can't be Sirius."
1,"The king and queen played chess in their castle at knight."
1,"The job to die for, comes with a killer boss."
1,"The invention of a shirt fastener after the button was a snap."
1,"The great chef put in much thyme while learning his craft in Amsterdam - he likes to call them his 'Holland days.'"
1,"The government is going to charge for hitch-hiking. Thumb tax."
1,"The golfer guessed that his ball landed 20 feet off the fairway. Of course, that was just a rough estimate."
1,"The gingerbread man thought he couldn't be caught, until he met his baker."
1,"The fruit farmer was plum happy he pruned his orchard last fall."
1,"The electrician and the air hostess got on really well together. Sparks flew!"
1,"The duke and the count had a fight. The duke was down for the count."
1,"The dentist's alibi was full of holes, so the police performed a cavity search."
1,"The clerk had stickers everywhere. There was even a price on her head."
1,"The chimney sweep wore a soot and tye."
1,"The cheap eye surgeon was always cutting corneas."
1,"The cat burglar was accused of felineous intent."
1,"The calculus teacher tried to keep his students on task, but the class discussion kept going off on tangents."
1,"The best floor exercise gymnasts come from Palm Springs."
1,"The barber opened up a shavings account."
1,"The astronomer quit his job to become a barber. Eclipse hair now."
1,"The aspiring limbo dancer overcame his fear of crowded bars, becoming a significant underachiever."
1,"The ancient Japanese leader lost his legs in a logging accident, and became a sawed-off Shogun."
1,"The almanac of famous ghosts is a real Boos Who."
1,"That Italian chef is really annoying.  He's making a pesto himself."
1,"Television sets in Britain have to cross the English Channel."
1,"Staying at the trendy, new hotel was the inn thing to do."
1,"Southerners are quick on the drawl."
1,"Soup operas were the big winners at the Cans Film Festival."
1,"Some people don't like food going to waist."
1,"Some people are on seefood diets: they see food ... they eat it."
1,"Short-order cooks in busy restaurants call themselves 'pressure cookers'."
1,"She said she wasn't pregnant but contractions speak louder then words."
1,"Royal chairs are rarely throne out."
1,"Rosemary was always late delivering packages. This prompted the head of International Herbs & Spices to call her supervisor, demanding to speak to the parcel sage about Rosemary and time."
1,"Power drills have been improved bit by bit."
1,"People have many misconceptions about pregnancy."
1,"Over the years elevators have had their fair share of ups and downs in terms of popularity, but thankfully the idea has not been shafted."
1,"Outdoor lights were put up at a golf course - for people who liked swinging nightclubs."
1,"One evening King Arthur's men discovered Sir Lancelot's moonshine whiskey operation and shattered the still of the knight."
1,"Old white blood cells lymph around the body."
1,"Old programmers never die .. they just lose their memory."
1,"Old genealogists never die, they just lose their census."
1,"Oil executives are always using crude language."
1,"My wife wanted me to take her to visit Northern Canada but I was having Nunavut!"
1,"My trip to the Grand Canyon cost a hole lot of money and gorged my bank account butte it was worth it!"
1,"My son wanted a scooter. When I told him they are too dangerous, he moped around the house."
1,"My pet turtle died. I'm not upset, just shell shocked."
1,"My mate swallowed a cordless vacuum cleaner, they took him to hospital and he is picking up nicely."
1,"My grandfather manufactured waistcoats - you might say he had a vested interest."
1,"My friend lives by a cliff he's always telling me to drop over."
1,"My friend brought me a Swedish cake. I later discovered it was Stollen."
1,"My fear of planes has taken off."
1,"Most state laws don't give a thumbs up to hitch-hikers."
1,"Most pipe dreams just go down the tubes."
1,"Most airline food is pretty bad, but their haggis is just plane offal."
1,"Making your own hard liquor is a whiskey business."
1,"Making fun of a tree is a knock on wood."
1,"Luggage salespeople have to make a good case for you to buy."
1,"Low carb diets really go against the grain."
1,"Kings sometimes found that uprisings were a peasant surprise."
1,"I was caught studying the periodic table in English class. It was an elementary mistake."
1,"I was about to have an affair with Amanda Lynn but there were strings attached."
1,"I wanted to be a urologist, but I wasn't good enough. Oh well, I guess urethra got it or you don't."
1,"I used to enjoy steak and cheese with my eggs, but it's all ova now."
1,"I used to be afraid of purchasing residential property for the purpose of renting, but now I have an apartment complex."
1,"It's tough to be in the computer business when the chips are down."
1,"I took up teaching fencing as I wanted my students to get the point."
1,"I think my dad was frightened when he started using Rogaine. He said it was a hair-raising experience."
1,"I suspected our new house guest was a terrorist. He asked to sleep on a blow up mattress."
1,"I saw gasoline selling for one dollar a gallon, but then I saw that March had just ended. It was an April fuel's joke."
1,"Is a group of fingerprints considered to be a whorl pool?"
1,"I really regretted the inconsiderate comment I made. It was rued."
1,"I pursed my lips to 'coin a phrase'."
1,"In medical matters it's nurses who call the shots."
1,"Inflammatory talk is often seen as propane language."
1,"In equations with square numbers I can never find the root of the problem."
1,"I'm very picky about my hair, so a strange barber just won't cut it."
1,"I met two policemen in a lift, I realized then I was going down."
1,"I met some cult members who worshiped soup serving utensils.  I said, 'Oh ye of ladle faith.'"
1,"I knew I'd passed my thermodynamics exam, when the people who mark the degrees centigrade."
1,"I have invented crockery that comes to me when I whistle. My cup runneth over."
1,"I had tried passing myself off as my twin but I couldn't live with myself."
1,"I got a great bargain the other day when I bought a forklift for half-price. It's amazing what you can pick up these days."
1,"I gave my stressed out feline too much elixir. Now it's catatonic."
1,"If you have to pay to go to the river, we'd better stop at the bank."
1,"If you have sticky buns you shouldn't put pants on."
1,"If you drive through swamp country you will see swamps going bayou."
1,"If they ever have a contest for the best looking mannequin, there will be stiff competition."
1,"If money talks, why do we need bank tellers?"
1,"If chickens could choose any car at all to be given to them, they would choose a free Range Rover."
1,"If a Monk throws a hissy fit, is it a temple tantrum?"
1,"I didn't know which hammer to get, but I think I nailed it."
1,"I crossed a cell phone with a skunk, and now the service stinks."
1,"I couldn't decide which of two physicians to see. It was a paradox."
1,"I can't think of any kayak brands, canoe?"
1,"I asked somebody a question about pi, their answer was never ending!"
1,"How does a card player party? They shuffle."
1,"His wife loved pottery making but for him it was just kiln time."
1,"He who talks with his mouth full is speaking ingest."
1,"He was teed off with his bad start, driving the ball almost beyond the green, but he was able to putt it behind him."
1,"He was a restaurant critic but had no taste."
1,"He stayed at the auction to the bidder end."
1,"He stared at his belly button so much, he was promoted to navel officer."
1,"He kept an alarm clock in the back window of his car. He was always ahead of his time."
1,"He couldn't remember the pill's name but it was on the tip of his tongue."
1,"He carried the rum above his head, because he needed to lift his spirits."
1,"He and his partner made knives, and they shared a cut."
1,"Gunpowder was invented in a flash."
1,"Gossipy monkeys are blab-boons."
1,"Golfers would wear wrinkled clothes if it weren't four irons."
1,"Get him on a diet? Fat chance!"
1,"For a long time, black holes were a dark secret."
1,"First time hunters were arguing over which kind of animal tracks they had found when they were hit by a train."
1,"Even though the well was a mystery to her, she didn't want to get to the bottom of it."
1,"During his lifetime, the composer Bach was a noted success."
1,"Dr. Jekyll's more successful second formula turned him into a world-class sprinter rather than a violent psychopath, proving that you can run but you can't always Hyde."
1,"Drinking too much of a certain potent potable may require a leave of absinthe."
1,"Do you know why Noah's ark was built out of wood? They didn't have arc welders back then."
1,"Don't swear at your hairpiece or you will have the devil toupee."
1,"Don't get lost in the mist or else you won't have the foggiest idea where you are."
1,"Don't expect a bonsai tree to grow the miniature planting it."
1,"Does my great new smile denture ego?"
1,"Did you hear about the farmer who got attacked by a cow? He milked it for all it was worth."
1,"Dentists practice by going through many drills."
1,"Deaf mathematicians communicate through sin language."
1,"Crane drivers have uplifting pick-up lines."
1,"Correspondence citing farm machinery defects would be a Deere John letter."
1,"Chefs have the skillet takes to be good at what they do."
1,"Cartoons produced by the Japanese government are animes of the state."
1,"A stewed chef sat pie-eyed as the crusty judge took his caraway, a punnish mint a long thyme cumin."
1,"As his little ships sailed on Christopher Columbus didn't tell his crew he felt constantly on edge."
1,"A queen was caught gambling. She had a royal flush."
1,"An ex-sailor prefers to forget the days he spent playing cards in submarines, dismissing them as 'so much bridge under the water'."
1,"An English teacher, who was dreadfully afraid of insects, while on a picnic screamed like a little girl when he saw there was an antonym."
1,"An astronaut wrote about flying twice to the moon. It was double spaced."
1,"An astronaut who fails on a weightlessness experiment must be aware of the gravity of the situation."
1,"An arctic survey was called the north poll."
1,"A man who wanted to sing in church was wondering if he should inquire."
1,"A man was driving on an icy, abandoned road when he noticed a road sign with half of it torn clean off. 'That's a bad sign' he thought to himself."
1,"A man threatened to jump off the side of a building - alledgedly."
1,"Although I did not know the name of the boy who bumped his chin while playing a song in the children's handbell choir, his face rang a bell."
1,"A lawyer asked his dentist to give him a retainer."
1,"A husband and wife argued over the weather, but it soon blew over."
1,"A funeral ship is a sea hearse."
1,"After the carpet store burned down, only remnants remained."
1,"After selling a shipment of salt the salesman said 'let's shake on that.'"
1,"After punching his computer and breaking his hand, the guy required tech knuckle support."
1,"After my ear operation I feel sound."
1,"A dentist gets on everybody's nerves."
1,"A chicken farmer's favorite car is a coupe."
1,"You know what happens after you miss math class? It starts adding up."
1,"You don't know anything at all about ancient Egypt? Tut, tut, tut."
1,"You can rely on high divers because of their deep end ability."
1,"Yesterday's high was 78 and the low was 45, but neither were records."
1,"Would a Mormon working for the Postal Service be a Letter Day Saint?"
1,"Working in the bakery left her with a loathe of bread."
1,"Workers in an upholstery business demanded a wage hike to cushion the high cost of living."
1,"With hindsight, I wouldn't have sat on that drawing pin."
1,"With fronds like you, who needs anemones?"
1,"Why is tea so therapeutic? Because boiling the water raises your self of steam."
1,"Why did the Latin student end up being a bachelor? Because every time he was asked to conjugate, he declined."
1,"While I was repulsed by CPR I didn't have the heart to tell the medic."
1,"When you're wearing a watch on an airplane, time flies."
1,"When vegetables want to converse with petunias, they use a cell phone and cauliflower."
1,"When the lawyer sued the coffin maker, it was an open and shut case."
1,"When the government designs a new penny the number of government workers that have to approve the design is ten per cent."
1,"When the goat ate a Scrabble set, the letters came out in alphabetical ordure."
1,"When she made Mario Puzo's books required reading for her class, she made him an author they couldn't refuse."
1,"When people first heard of the ABS, it was braking news."
1,"When one of her grandsons misbehaves the queen is having a bad heir day."
1,"When milking a nervous goat, kid gloves should be used."
1,"When I was a carpenter, I specialized in installing bathroom fixtures. I am very proud of all my vanities."
1,"When it comes to drinks, citrus fruit juices are always in the limelight."
1,"When he lost his bottle of gin he became very dis-spirited."
1,"Whenever the Tyrannosaurus Rex would participate in an egg hunt he would always come up short-handed."
1,"When Einstein rode home on a locomotive it was a good train of thought."
1,"When computer programmers are hungry they take mega-bites."
1,"What was the Ichthyologist doing at the local archives? Looking for micro fiche."
1,"What's the difference between a Shaker and a Quaker? About two points on the Richter Scale."
1,"What's the deal with negotiations?"
1,"What part of the United States produces the largest number of cardiologists? The heartland."
1,"What kind of flooring do alligator hunters use? Reptiles!"
1,"What is the name of the immortal adolescent? Constantine!"
1,"What is a lumberjack's favorite month? Septimber!"
1,"What do you call a spittoon in a wine bar? Grape expectorations."
1,"What do you call a person rabid with wordplay? An energizer punny."
1,"What do you call a mean Ancient Egyptian leader? Un-fair-oh."
1,"What do organic mathematicians throw into their fireplaces? Natural Logs."
1,"We went to the owls convention and it was a real hoot."
1,"Used shoes can be re-soled."
1,"Two surgeons had a heart to heart."
1,"Two nurses had a lot of bad blood between them."
1,"Two duchesses were arguing about their husbands. They decided to duke it out."
1,"Two clock makers argued and got ticked off."
1,"Tubeless is a product of tireless effort!"
1,"Those who make balls of wool for a living like to come home and unwind."
1,"Those who choose not to eat, slowly get hungry -- and Fast."
1,"Those who change the color of their food are on a dye-it."
1,"This is the best guy I've met to date."
1,"They were a fastidious couple. She was fast, he was tedious."
1,"They came out with a GPS device for bird watchers that has tern by tern directions."
1,"They bought a home on a cliff because they liked to live on the edge."
1,"The woodcutter stretched every morning before starting work. He was a limberjack."
1,"The wolf tried to sing, but he didn't know howl."
1,"The weatherman who forecasted snow in July was a bit of a flake."
1,"The weather bureau is an umbrella organization."
1,"The Vikings landed during thunder and lightning and took the city by storm."
1,"The two geologists lived only a stone's throw apart."
1,"The "Titanic" didn't have enough lifeboats, but that was the tip of the iceberg."
1,"The surgeon failed to repair his own ruptured pericardium because his heart just wasn't in it."
1,"The sledder who got injured realized that his wounds were more than he tobogganed for."
1,"The sad dentist looked down in the mouth."
1,"There was a report of shots fired in a local bar. The police don't know what triggered the commotion."
1,"The overweight fighter pilot was grounded for violating the rules of engorgement."
1,"The origami artist won the court case because he was good with paperwork."
1,"The optical scientist who stole his colleague's bifocals was sentenced to three years in a state prism."
1,"The old doctors practice of bloodletting was all in vein."
1,"The noisy fireworks display in Tibet caused a temporary Lhasa hearing."
1,"The Naked Wood Company gets a lot of unfinished business."
1,"The musician in jail was anxiously awaiting his next release."
1,"The mass of a ship is measured in keelograms."
1,"The man lost his grip at the woodchopping competition - he was defeeted."
1,"The man had grounds for complaint after his wife had a harrowing time with a rake at a garden party."
